Price,Close,High,Low,Open,Volume
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
Date,,,,,
22/01/2024,39507.36719,41651.20703,39450.11719,41553.65234,31338708143
23/01/2024,39845.55078,40127.35156,38521.89453,39518.71484,29244553045
24/01/2024,40077.07422,40483.78516,39508.79688,39877.59375,22359526178
25/01/2024,39933.80859,40254.48047,39545.66406,40075.55078,18491782013
26/01/2024,41816.87109,42209.38672,39825.69141,39936.81641,25598119893
27/01/2024,42120.05469,42195.63281,41431.28125,41815.625,11422941934
28/01/2024,42035.59375,42797.17578,41696.91016,42126.125,16858971687
29/01/2024,43288.24609,43305.86719,41818.33203,42030.91406,20668476578
30/01/2024,42952.60938,43838.94531,42711.37109,43300.22656,23842814518
31/01/2024,42582.60547,43717.40625,42298.94531,42946.25,24673628793
01/02/2024,43075.77344,43243.16797,41879.19141,42569.76172,21423953779
02/02/2024,43185.85938,43422.48828,42584.33594,43077.64063,18603843039
03/02/2024,42992.25,43359.94141,42890.80859,43184.96484,11169245236
04/02/2024,42583.58203,43097.64453,42374.83203,42994.94141,14802225490
05/02/2024,42658.66797,43494.25,42264.81641,42577.62109,18715487317
06/02/2024,43084.67188,43344.14844,42529.01953,42657.39063,16798476726
07/02/2024,44318.22266,44341.94922,42775.95703,43090.01953,21126587775
08/02/2024,45301.56641,45575.83984,44332.125,44332.125,26154524080
09/02/2024,47147.19922,48152.49609,45260.82422,45297.38281,39316770844
10/02/2024,47771.27734,48146.17188,46905.32031,47153.52734,16398681570
11/02/2024,48293.91797,48535.9375,47617.40625,47768.96875,19315867136
12/02/2024,49958.22266,50280.47656,47745.76172,48296.38672,34511985805
13/02/2024,49742.44141,50358.39063,48406.49609,49941.35938,35593051468
14/02/2024,51826.69531,52021.37109,49296.83203,49733.44531,39105608050
15/02/2024,51938.55469,52820.06641,51371.62891,51836.78516,38564360533
16/02/2024,52160.20313,52537.96875,51641.36719,51937.72656,28180567298
17/02/2024,51662.99609,52191.91406,50669.66797,52161.67578,20009091006
18/02/2024,52122.54688,52356.96484,51233.70703,51661.96875,17595377311
19/02/2024,51779.14453,52483.32422,51711.82031,52134.8125,21362184346
20/02/2024,52284.875,52945.05078,50792.3125,51777.72656,33353758256
21/02/2024,51839.17969,52368.81641,50671.75781,52273.53516,28624907020
22/02/2024,51304.97266,52009.61328,50926.29297,51854.64453,25413900611
23/02/2024,50731.94922,51497.93359,50561.77734,51283.90625,21427078270
24/02/2024,51571.10156,51684.19531,50585.44531,50736.37109,15174077879
25/02/2024,51733.23828,51950.02734,51306.17188,51565.21484,15413239245
26/02/2024,54522.40234,54938.17578,50931.03125,51730.53906,34074411896
27/02/2024,57085.37109,57537.83984,54484.19922,54519.36328,49756832031
28/02/2024,62504.78906,63913.13281,56738.42578,57071.09766,83239156760
29/02/2024,61198.38281,63585.64453,60498.73047,62499.18359,65496611844
01/03/2024,62440.63281,63155.10156,60802.52734,61168.0625,40186368423
02/03/2024,62029.84766,62458.69922,61657.28906,62431.65234,23888473685
03/03/2024,63167.37109,63230.21094,61435.02344,62031.57813,26253811450
04/03/2024,68330.41406,68537.03125,62386.51953,63137.00391,70670471105
05/03/2024,63801.19922,69170.625,59323.91016,68341.05469,1.02803E+11
06/03/2024,66106.80469,67637.92969,62848.67188,63776.05078,68750229073
07/03/2024,66925.48438,68029.92188,65655.53125,66099.74219,46989543159
08/03/2024,68300.09375,70083.05469,66230.45313,66938.09375,59202881172
09/03/2024,68498.88281,68673.05469,68053.125,68299.25781,21609650379
10/03/2024,69019.78906,70005.20313,68239.97656,68500.25781,35683977532
11/03/2024,72123.90625,72850.71094,67194.88281,69020.54688,65716656765
12/03/2024,71481.28906,72825.65625,68728.85156,72125.125,62554434520
13/03/2024,73083.5,73637.47656,71334.09375,71482.11719,48212536929
14/03/2024,71396.59375,73750.07031,68563.02344,73079.375,59594605698
15/03/2024,69403.77344,72357.13281,65630.69531,71387.875,78320453976
16/03/2024,65315.11719,70046.27344,64801.39453,69392.48438,46842198371
17/03/2024,68390.625,68845.71875,64545.31641,65316.34375,44716864318
18/03/2024,67548.59375,68897.13281,66594.22656,68371.30469,49261579492
19/03/2024,61912.77344,68106.92969,61536.17969,67556.13281,74215844794
20/03/2024,67913.67188,68115.25781,60807.78516,61930.15625,66792634382
21/03/2024,65491.39063,68199.99219,64580.91797,67911.58594,44480350565
22/03/2024,63778.76172,66623.75,62355.37109,65489.92969,41401116964
23/03/2024,64062.20313,65976.39844,63038.49219,63802.72266,24738964812
24/03/2024,67234.17188,67622.75781,63825.85156,64070.75391,27206630673
25/03/2024,69958.8125,71162.59375,66414.83594,67234.09375,42700139523
26/03/2024,69987.83594,71535.74219,69335.60938,69931.32813,36010437368
27/03/2024,69455.34375,71727.6875,68381.92969,69991.89844,40827113309
28/03/2024,70744.95313,71546.02344,68895.50781,69452.77344,34374900617
29/03/2024,69892.82813,70913.09375,69076.65625,70744.79688,25230851763
30/03/2024,69645.30469,70355.49219,69601.0625,69893.44531,17130241883
31/03/2024,71333.64844,71377.78125,69624.86719,69647.78125,20050941373
01/04/2024,69702.14844,71342.09375,68110.69531,71333.48438,34873527352
02/04/2024,65446.97266,69708.38281,64586.59375,69705.02344,50705240709
03/04/2024,65980.8125,66914.32031,64559.89844,65446.67188,34488018367
04/04/2024,68508.84375,69291.25781,65113.79688,65975.69531,34439527442
05/04/2024,67837.64063,68725.75781,66011.47656,68515.75781,33748230056
06/04/2024,68896.10938,69629.60156,67491.71875,67840.57031,19967785809
07/04/2024,69362.55469,70284.42969,68851.63281,68897.10938,21204930369
08/04/2024,71631.35938,72715.35938,69064.24219,69362.55469,37261432669
09/04/2024,69139.01563,71742.50781,68212.92188,71632.5,36426900409
10/04/2024,70587.88281,71093.42969,67503.5625,69140.24219,38318601774
11/04/2024,70060.60938,71256.23438,69571.8125,70575.73438,30153382941
12/04/2024,67195.86719,71222.74219,65254.83594,70061.38281,44129299406
13/04/2024,63821.47266,67931.42969,60919.10547,67188.375,52869738185
14/04/2024,65738.72656,65824.42969,62205.85156,63836.23047,49084320047
15/04/2024,63426.21094,66878.64844,62332.07031,65739.64844,43595917654
16/04/2024,63811.86328,64355.66797,61716.40234,63419.29688,42847528078
17/04/2024,61276.69141,64486.36328,59768.58594,63831.84766,41915247049
18/04/2024,63512.75391,64125.6875,60833.48047,61275.31641,36006307335
19/04/2024,63843.57031,65481.59766,59651.39063,63510.75,49920425401
20/04/2024,64994.44141,65442.45703,63172.40234,63851.10156,23097485495
21/04/2024,64926.64453,65723.24219,64277.72266,64992.81641,20506644853
22/04/2024,66837.67969,67233.96094,64548.17969,64935.63281,28282686673
23/04/2024,66407.27344,67199.24219,65864.86719,66839.89063,24310975583
24/04/2024,64276.89844,67075.36719,63589.87109,66408.71875,30276655120
25/04/2024,64481.70703,65275.20703,62783.63281,64275.01953,32155786816
26/04/2024,63755.32031,64789.65625,63322.39844,64485.37109,24139372950
27/04/2024,63419.14063,63898.36328,62424.71875,63750.98828,19530783039
28/04/2024,63113.23047,64321.48438,62793.59766,63423.51563,17334827993
29/04/2024,63841.12109,64174.87891,61795.45703,63106.36328,26635912073
30/04/2024,60636.85547,64703.33203,59120.06641,63839.41797,37840840057
01/05/2024,58254.01172,60780.5,56555.29297,60609.49609,48439780271
02/05/2024,59123.43359,59602.29688,56937.20313,58253.70313,32711813559
03/05/2024,62889.83594,63320.50391,58848.3125,59122.30078,33172023048
04/05/2024,63891.47266,64494.95703,62599.35156,62891.03125,20620477992
05/05/2024,64031.13281,64610.89063,62955.30469,63892.45313,18296164805
06/05/2024,63161.94922,65494.90234,62746.23828,64038.3125,28697928697
07/05/2024,62334.81641,64390.45703,62285.98047,63162.76172,25930730982
08/05/2024,61187.94141,62986.08594,60877.12891,62332.64063,26088172222
09/05/2024,63049.96094,63404.91406,60648.07422,61191.19922,25453338161
10/05/2024,60792.77734,63446.74219,60208.78125,63055.19141,27804954694
11/05/2024,60793.71094,61451.15234,60492.625,60793.35547,13842272968
12/05/2024,61448.39453,61818.15625,60632.60156,60793.50391,13800459405
13/05/2024,62901.44922,63422.66016,60769.83984,61451.21875,27889181179
14/05/2024,61552.78906,63092.125,61123.76563,62900.77344,28186271527
15/05/2024,66267.49219,66454.45313,61330.41016,61553.98828,39815167074
16/05/2024,65231.58203,66712.42969,64613.05469,66256.10938,31573077994
17/05/2024,67051.875,67459.46094,65119.31641,65231.29688,28031279310
18/05/2024,66940.80469,67387.32813,66663.5,67066.21094,16712277406
19/05/2024,66278.36719,67694.29688,65937.17969,66937.92969,19249094538
20/05/2024,71448.19531,71483.5625,66086.17188,66278.74219,43850655717
21/05/2024,70136.53125,71946.46094,69191.125,71443.0625,46932005990
22/05/2024,69122.33594,70623.69531,68977.69531,70135.32031,32802561717
23/05/2024,67929.5625,70041.27344,66356.95313,69121.30469,41895680979
24/05/2024,68526.10156,69220.29688,66622.67188,67928.13281,29197308153
25/05/2024,69265.94531,69579.32031,68515.82031,68526.92188,15473071741
26/05/2024,68518.09375,69506.22656,68183.89063,69264.28906,15628433737
27/05/2024,69394.55469,70597.88281,68232.5,68512.17969,25870990717
28/05/2024,68296.21875,69514.64063,67227.15625,69392.19531,32722265965
29/05/2024,67578.09375,68852.46094,67101.49219,68296.35156,26707072906
30/05/2024,68364.99219,69500.53906,67118.07813,67576.08594,29509712534
31/05/2024,67491.41406,68999.5625,66633.42188,68362.51563,27387283769
01/06/2024,67706.9375,67839.76563,67386.19531,67489.60938,11641495604
02/06/2024,67751.60156,68409.16406,67315.52344,67710.27344,17110588415
03/06/2024,68804.78125,70230.82031,67589.83594,67753.89844,32401285324
04/06/2024,70567.76563,71047.40625,68564.64063,68804.57031,33149696545
05/06/2024,71082.82031,71735.41406,70390.71094,70568.35156,32810771409
06/06/2024,70757.16406,71625.73438,70119.125,71082.84375,25223152007
07/06/2024,69342.58594,71907.85156,68507.25781,70759.1875,36188381096
08/06/2024,69305.77344,69533.32031,69210.74219,69324.17969,14262185861
09/06/2024,69647.99219,69817.52344,69160.84375,69297.49219,13534028500
10/06/2024,69512.28125,70146.07031,69232.42188,69644.3125,20597699541
11/06/2024,67332.03125,69549.41406,66123.60156,69508.07813,37116136345
12/06/2024,68241.1875,69977.89063,66902.45313,67321.375,34497940694
13/06/2024,66756.39844,68365.78125,66304.5625,68243.10156,28955204146
14/06/2024,66011.09375,67294.64844,65056.89453,66747.57031,27403884779
15/06/2024,66191,66402.1875,65871.77344,66006.74219,14121265576
16/06/2024,66639.04688,66894.84375,66018.25,66189.35938,13281140541
17/06/2024,66490.29688,67188.32031,65094.96484,66636.51563,30006354476
18/06/2024,65140.74609,66556.70313,64066.95703,66490.97656,39481285950
19/06/2024,64960.29688,65695.35156,64693.30078,65146.66016,21103423504
20/06/2024,64828.65625,66438.96094,64547.84766,64960.29688,25641109124
21/06/2024,64096.19922,65007.54688,63378.89453,64837.98828,26188171739
22/06/2024,64252.57813,64475.46875,63929.75781,64113.86328,9858198793
23/06/2024,63180.79688,64491.70313,63180.79688,64248.96484,11170471802
24/06/2024,60277.41406,63292.52734,58601.69922,63173.35156,43152133651
25/06/2024,61804.64063,62258.26172,60239.75,60266.28125,29201215431
26/06/2024,60811.27734,62434.13672,60695.1875,61789.67578,22506003064
27/06/2024,61604.80078,62293.86328,60585.33203,60811.22656,21231745045
28/06/2024,60320.13672,62126.09766,59985.40234,61612.80469,24952866877
29/06/2024,60887.37891,61097.62109,60300.96484,60319.875,12652903396
30/06/2024,62678.29297,62892.82813,60632.94922,60888.44531,17333226409
01/07/2024,62851.98047,63777.22656,62495.51172,62673.60547,25468379421
02/07/2024,62029.01563,63203.35938,61752.74609,62844.41016,20151616992
03/07/2024,60173.92188,62187.70313,59419.38672,62034.33203,29756701685
04/07/2024,56977.70313,60399.67578,56777.80469,60147.13672,41149609230
05/07/2024,56662.375,57497.15234,53717.375,57022.80859,55417544033
06/07/2024,58303.53906,58472.54688,56038.96094,56659.07422,20610320577
07/07/2024,55849.10938,58371.12109,55793.32422,58239.42969,20553359505
08/07/2024,56705.09766,58131.33594,54321.01953,55849.57422,39766159899
09/07/2024,58009.22656,58239.19531,56316.875,56704.59766,27849512607
10/07/2024,57742.49609,59359.43359,57178.41406,58033.88281,26175260526
11/07/2024,57344.91406,59299.43359,57120.37891,57729.89063,28707803842
12/07/2024,57899.46484,58532.55469,56590.17578,57341.19531,25604805221
13/07/2024,59231.95313,59787.07813,57796.44141,57908.73828,17080061806
14/07/2024,60787.79297,61329.52734,59225.25,59225.25,22223416061
15/07/2024,64870.15234,64870.15234,60704.92969,60815.45703,38094526099
16/07/2024,65097.14844,65354.33984,62487.96875,64784.41797,41617346768
17/07/2024,64118.79297,66066.73438,63896.08594,65091.83203,32525071311
18/07/2024,63974.06641,65104.66016,63246.16406,64104.73828,27239305337
19/07/2024,66710.15625,67442.64063,63329.34375,63972.32422,37003855410
20/07/2024,67163.64844,67610.73438,66299.61719,66709.92188,19029581250
21/07/2024,68154.52344,68372.90625,65842.29688,67164.91406,26652190004
22/07/2024,67585.25,68480.0625,66611.29688,68152.97656,42649109453
23/07/2024,65927.67188,67779.01563,65484.46094,67584.80469,35605668666
24/07/2024,65372.13281,67113.98438,65146.99609,65927.85938,27470942309
25/07/2024,65777.22656,66112.42188,63473.47266,65375.875,38315761670
26/07/2024,67912.0625,68207.60156,65743.76563,65771.8125,30488630457
27/07/2024,67813.33594,69398.50781,66705.21875,67911.8125,34691905492
28/07/2024,68255.86719,68301.85156,67085.82813,67808.65625,18043166945
29/07/2024,66819.91406,69987.53906,66532.59375,68259.05469,40780682628
30/07/2024,66201.01563,66987.67188,65323.19141,66819.05469,31380492109
31/07/2024,64619.25,66810.21094,64532.04688,66201.27344,31292785994
01/08/2024,65357.5,65593.24219,62248.94141,64625.83984,40975554494
02/08/2024,61415.06641,65523.22266,61184.89453,65353.5,43060875727
03/08/2024,60680.09375,62148.37109,59836.52734,61414.80859,31753030589
04/08/2024,58116.97656,61062.98828,57210.80469,60676.09375,31758917219
05/08/2024,53991.45703,58268.82813,49121.23828,58110.29688,1.08991E+11
06/08/2024,56034.31641,57059.91797,53973.27344,53991.34766,49300484106
07/08/2024,55027.46094,57726.88281,54620.50781,56040.63281,41637562185
08/08/2024,61710.13672,62673.76563,54766.72656,55030.02734,45298472567
09/08/2024,60880.11328,61751.86328,59587.85938,61728.20703,33425553115
10/08/2024,60945.8125,61464.51172,60287.56641,60881.23047,15745822278
11/08/2024,58719.48438,61778.66016,58348.82422,60944.89063,22759754812
12/08/2024,59354.51563,60680.33203,57688.89844,58719.39453,37078637820
13/08/2024,60609.56641,61572.39844,58506.25391,59356.20703,30327698167
14/08/2024,58737.26953,61687.75781,58472.875,60611.05078,29961696180
15/08/2024,57560.09766,59838.64844,56161.59375,58733.26172,35682112440
16/08/2024,58894.10547,59847.35938,57110.01953,57560.27344,29350938673
17/08/2024,59478.97266,59694.66797,58814.83203,58893.53125,13589684021
18/08/2024,58483.96484,60262.71875,58445.40234,59468.13281,17740625837
19/08/2024,59493.45313,59612.66016,57864.71094,58480.71094,25911207712
20/08/2024,59012.79297,61396.32813,58610.88281,59493.45313,31613400008
21/08/2024,61175.19141,61834.35156,58823.44531,59014.98828,32731154072
22/08/2024,60381.91406,61408.10938,59815.25391,61168.31641,27625734377
23/08/2024,64094.35547,64947.0625,60372.05078,60380.95313,42530509233
24/08/2024,64178.99219,64513.78906,63619.91797,64103.87109,21430585163
25/08/2024,64333.54297,64996.42188,63833.51953,64176.36719,18827683555
26/08/2024,62880.66016,64489.70703,62849.55859,64342.22656,27682040631
27/08/2024,59504.13281,63210.79688,58116.75,62879.70703,39103882198
28/08/2024,59027.625,60236.44922,57890.67578,59507.92578,40289564698
29/08/2024,59388.17969,61184.08203,58786.22656,59027.46875,32224990582
30/08/2024,59119.47656,59896.88672,57768.53125,59388.60156,32292756405
31/08/2024,58969.89844,59432.59375,58768.78516,59117.48047,12403470760
01/09/2024,57325.48828,59062.07031,57217.82422,58969.80078,24592449997
02/09/2024,59112.48047,59403.07031,57136.02734,57326.96875,27036454524
03/09/2024,57431.02344,59815.05859,57425.16797,59106.19141,26666961053
04/09/2024,57971.53906,58511.57031,55673.16406,57430.34766,35627680312
05/09/2024,56160.48828,58300.58203,55712.45313,57971.70313,31030280656
06/09/2024,53948.75391,56976.10938,52598.69922,56160.19141,49361693566
07/09/2024,54139.6875,54838.14453,53740.07031,53949.08594,19061486526
08/09/2024,54841.56641,55300.85938,53653.75781,54147.93359,18268287531
09/09/2024,57019.53516,58041.125,54598.43359,54851.88672,34618096173
10/09/2024,57648.71094,58029.97656,56419.41406,57020.09766,28857630507
11/09/2024,57343.17188,57991.32031,55567.33984,57650.28906,37049062672
12/09/2024,58127.01172,58534.35938,57330.10156,57343.17188,33835707949
13/09/2024,60571.30078,60648.02344,57650.11328,58130.32422,32490528356
14/09/2024,60005.12109,60656.72266,59517.88281,60569.11719,16428405496
15/09/2024,59182.83594,60381.91797,58696.30859,60000.72656,18120960867
16/09/2024,58192.50781,59205.51172,57501.33984,59185.22656,32032822113
17/09/2024,60308.53906,61316.08984,57628.07031,58192.50781,38075570118
18/09/2024,61649.67969,61664.06641,59218.25391,60309,40990702891
19/09/2024,62940.45703,63872.44141,61609.86719,61651.15625,42710252573
20/09/2024,63192.97656,64119.53125,62364.60547,62941.42578,35177164222
21/09/2024,63394.83984,63543.35938,62783.10547,63184.33984,14408616220
22/09/2024,63648.71094,63993.42188,62440.72656,63396.80469,20183348802
23/09/2024,63329.80078,64733.55859,62628.07813,63643.10156,31400285425
24/09/2024,64301.96875,64695.21484,62737.41797,63326.83984,29938335243
25/09/2024,63143.14453,64804.50391,62945.375,64302.58984,25078377700
26/09/2024,65181.01953,65790.79688,62669.26953,63138.54688,36873129847
27/09/2024,65790.66406,66480.69531,64852.99219,65180.66406,32058813449
28/09/2024,65887.64844,66255.53125,65458.03516,65792.17969,15243637984
29/09/2024,65635.30469,66069.34375,65450.01563,65888.89844,14788214575
30/09/2024,63329.5,65635.05469,62873.61719,65634.65625,37112957475
01/10/2024,60837.00781,64110.98047,60189.27734,63335.60547,50220923500
02/10/2024,60632.78516,62357.6875,59996.94922,60836.32422,40762722398
03/10/2024,60759.40234,61469.03906,59878.80469,60632.48438,36106447279
04/10/2024,62067.47656,62465.99219,60459.94141,60754.625,29585472513
05/10/2024,62089.94922,62371.02344,61689.58203,62067.60938,13305410749
06/10/2024,62818.95313,62959.57031,61833.14844,62084.98828,14776233667
07/10/2024,62236.66016,64443.70703,62152.55078,62819.10938,34253562610
08/10/2024,62131.96875,63174.30469,61843.5625,62221.64453,28134475157
09/10/2024,60582.10156,62508.83594,60314.61328,62131.72656,27670982363
10/10/2024,60274.5,61236.72266,58895.20703,60581.92969,30452813570
11/10/2024,62445.08984,63400.87109,60046.125,60275.46094,30327141594
12/10/2024,63193.02344,63448.78516,62443.26953,62444.61719,16744110886
13/10/2024,62851.375,63272.65234,62035.63672,63192.94531,18177529690
14/10/2024,66046.125,66482.49219,62442.15234,62848.39844,43706958056
15/10/2024,67041.10938,67881.67969,64809.19531,66050.36719,48863870879
16/10/2024,67612.71875,68375.28906,66758.72656,67042.46094,38195189534
17/10/2024,67399.83594,67912.21094,66647.39063,67617.07813,32790898511
18/10/2024,68418.78906,68969.75,67177.82031,67419.10938,36857165014
19/10/2024,68362.73438,68668.00781,68024.64063,68418.97656,14443497908
20/10/2024,69001.70313,69359.00781,68105.71875,68364.17969,18975847518
21/10/2024,67367.85156,69462.73438,66829.85156,69002,37498611780
22/10/2024,67361.40625,67801.57813,66581.36719,67360.70313,31808472566
23/10/2024,66432.19531,67402.74219,65188.03516,67362.375,32263980353
24/10/2024,68161.05469,68798.96094,66454.10156,66653.70313,31414428647
25/10/2024,66642.41406,68722.15625,65521.79297,68165.29688,41469984306
26/10/2024,67014.69531,67317.92188,66360.59375,66628.73438,19588098156
27/10/2024,67929.29688,68221.3125,66847.22656,67023.47656,16721307878
28/10/2024,69907.75781,70212.26563,67535.13281,67922.67188,38799856657
29/10/2024,72720.49219,73577.21094,69729.91406,69910.04688,58541874402
30/10/2024,72339.53906,72905.29688,71411.73438,72715.36719,40646637831
31/10/2024,70215.1875,72662.3125,69590.5,72335.04688,40627912076
01/11/2024,69482.46875,71559.01563,68779.70313,70216.89844,49989795365
02/11/2024,69289.27344,69867.35156,69033.71875,69486.02344,18184612091
03/11/2024,68741.11719,69361.65625,67482.52344,69296.38281,34868307655
04/11/2024,67811.50781,69433.17969,66803.64844,68742.13281,41184819348
05/11/2024,69359.5625,70522.78906,67458.86719,67811.17188,46046889204
06/11/2024,75639.07813,76460.15625,69322.03125,69358.5,1.18593E+11
07/11/2024,75904.85938,76943.11719,74480.42188,75637.08594,63467654989
08/11/2024,76545.47656,77252.75,75648.74219,75902.83594,55176858003
09/11/2024,76778.86719,76932.76563,75773.78906,76556.1875,29009480361
10/11/2024,80474.1875,81474.42188,76565.42969,76775.54688,82570594495
11/11/2024,88701.48438,89604.5,80283.25,80471.41406,1.17967E+11
12/11/2024,87955.8125,89956.88281,85155.10938,88705.5625,1.33673E+11
13/11/2024,90584.16406,93434.35156,86256.92969,87929.96875,1.23559E+11
14/11/2024,87250.42969,91765.21875,86682.8125,90574.88281,87616705248
15/11/2024,91066.00781,91868.74219,87124.89844,87284.17969,78243109518
16/11/2024,90558.47656,91763.94531,90094.22656,91064.36719,44333192814
17/11/2024,89845.85156,91433.03906,88741.66406,90558.46094,46350159305
18/11/2024,90542.64063,92596.78906,89393.59375,89843.71875,75535775084
19/11/2024,92343.78906,94002.86719,90426.98438,90536.8125,74521048295
20/11/2024,94339.49219,94902.02344,91619.5,92341.89063,71730956426
21/11/2024,98504.72656,99014.21875,94132.60156,94334.64063,1.06025E+11
22/11/2024,98997.66406,99655.5,97222.66406,98496.42969,78473580551
23/11/2024,97777.28125,99014.67969,97232.89063,99006.74219,44414644677
24/11/2024,98013.82031,98647.17969,95788.07813,97778.09375,51712020623
25/11/2024,93102.29688,98935.03125,92642.91406,98033.44531,80909462490
26/11/2024,91985.32031,94991.75,90770.8125,93087.28125,91656519855
27/11/2024,95962.53125,97361.17969,91778.66406,91978.14063,71133452438
28/11/2024,95652.46875,96650.20313,94677.35156,95954.94531,52260008261
29/11/2024,97461.52344,98693.17188,95407.88281,95653.95313,54968682476
30/11/2024,96449.05469,97499.34375,96144.21875,97468.8125,31634227866
01/12/2024,97279.78906,97888.125,95770.1875,96461.33594,36590695296
02/12/2024,95865.30469,98152.60156,94482.86719,97276.00781,72680784305
03/12/2024,96002.16406,96297.20313,93629.5625,95854.59375,67067810961
04/12/2024,98768.53125,99207.32813,94660.52344,95988.53125,77199817112
05/12/2024,96593.57031,103900.4688,91998.78125,98741.53906,1.49219E+11
06/12/2024,99920.71094,102039.8828,96514.875,97074.22656,94534772658
07/12/2024,99923.33594,100563.3828,99030.88281,99916.71094,44177510897
08/12/2024,101236.0156,101399.9922,98771.51563,99921.91406,44125751925
09/12/2024,97432.71875,101272.5078,94355.91406,101237.0625,1.10676E+11
10/12/2024,96675.42969,98270.15625,94321.25781,97441.23438,1.04824E+11
11/12/2024,101173.0313,101913.3594,95747.22656,96656.0625,85391409936
12/12/2024,100043,102524.9141,99339.95313,101167.8047,72073983533
13/12/2024,101459.2578,101888.8047,99233.28125,100046.6484,56894751583
14/12/2024,101372.9688,102618.8828,100634.0547,101451.4375,40422968793
15/12/2024,104298.6953,105047.5391,101227.0313,101373.5313,51145914137
16/12/2024,106029.7188,107780.5781,103322.9844,104293.5781,91020417816
17/12/2024,106140.6016,108268.4453,105291.7344,106030.6875,68589364868
18/12/2024,100041.5391,106470.6094,100041.5391,106147.2969,93865656139
19/12/2024,97490.95313,102748.1484,95587.67969,100070.6875,97221662392
20/12/2024,97755.92969,98098.91406,92175.17969,97484.69531,1.05634E+11
21/12/2024,97224.72656,99507.10156,96426.52344,97756.19531,51765334294
22/12/2024,95104.9375,97360.26563,94202.1875,97218.32031,43147981314
23/12/2024,94686.24219,96416.21094,92403.13281,95099.39063,65239002919
24/12/2024,98676.09375,99404.0625,93448.01563,94684.34375,47114953674
25/12/2024,99299.19531,99478.75,97593.46875,98675.91406,33700394629
26/12/2024,95795.51563,99884.57031,95137.88281,99297.69531,47054980873
27/12/2024,94164.85938,97294.84375,93310.74219,95704.97656,52419934565
28/12/2024,95163.92969,95525.89844,94014.28906,94160.1875,24107436185
29/12/2024,93530.22656,95174.875,92881.78906,95174.05469,29635885267
30/12/2024,92643.21094,94903.32031,91317.13281,93527.19531,56188003691
31/12/2024,93429.20313,96090.60156,91914.03125,92643.25,43625106843
01/01/2025,94419.75781,94929.86719,92788.125,93425.10156,24519888919
02/01/2025,96886.875,97739.82031,94201.57031,94416.28906,46009564411
03/01/2025,98107.42969,98956.91406,96034.61719,96881.72656,35611391163
04/01/2025,98236.22656,98734.42969,97562.97656,98106.99219,22342608078
05/01/2025,98314.96094,98813.30469,97291.76563,98233.90625,20525254825
06/01/2025,102078.0859,102482.875,97926.14844,98314.95313,51823432705
07/01/2025,96922.70313,102712.4844,96132.875,102248.8516,58685738547
08/01/2025,95043.52344,97258.32031,92525.84375,96924.16406,63875859171
09/01/2025,92484.03906,95349.71875,91220.84375,95043.48438,62777261693
10/01/2025,94701.45313,95770.60938,92250.09375,92494.49219,62058693684
11/01/2025,94566.59375,94977.6875,93840.04688,94700.83594,18860894100
12/01/2025,94488.4375,95367.53906,93712.50781,94565.72656,20885130965
13/01/2025,94516.52344,95837,89260.10156,94488.89063,72978998252
14/01/2025,96534.04688,97352.66406,94322.15625,94519.00781,53769675818
15/01/2025,100504.4922,100697.2344,96501.64063,96534.04688,57805923627
16/01/2025,99756.90625,100781.5859,97364.44531,100505.2969,54103781805
17/01/2025,104462.0391,105884.2266,99948.90625,100025.7656,71888972663
18/01/2025,104408.0703,104913.2031,102226.6172,104124.9531,50445655726
19/01/2025,101089.6094,106299.7969,99570.53125,104411.2891,76789928525
20/01/2025,102016.6641,109114.8828,99471.35938,101083.75,1.2628E+11
21/01/2025,106146.2656,107180.9219,100103.9531,102052.5781,88733878242
22/01/2025,103653.0703,106294.3438,103360.2656,106136.3828,53878181052
23/01/2025,103960.1719,106820.3281,101257.8047,103657.6719,1.04105E+11
24/01/2025,104819.4844,107098.5469,102772.125,103965.6719,52388229265
25/01/2025,104714.6484,105243.7891,104120.375,104824.0313,23888996502
26/01/2025,102682.5,105438.6484,102507.7109,104713.2109,22543395879
27/01/2025,102087.6875,103214.1094,97795.9375,102680.3047,89006608428
28/01/2025,101332.4766,103730.8203,100238.1875,102095.4141,47180685494
29/01/2025,103703.2109,104750.8047,101283.8203,101317.5234,47432049818
30/01/2025,104735.3047,106418.7656,103321.6484,103709.3359,41915744521
31/01/2025,102405.0234,106026.3516,101543.8828,104737.5625,45732764360
01/02/2025,100655.9063,102755.7266,100297.7109,102402.7969,27757944848
02/02/2025,97688.97656,101430.6641,96216.07813,100661.5391,63091816853
03/02/2025,101405.4219,102514.1719,91242.89063,97681.10156,1.15401E+11
04/02/2025,97871.82031,101745.6172,96208.10938,101398.7188,73002130211
05/02/2025,96615.44531,99113.21094,96174.82813,97878.00781,49125911241
06/02/2025,96593.29688,99168.60938,95707.35156,96610.64063,45302471947
07/02/2025,96529.08594,100154.1406,95653.88281,96581.32031,55741290456
08/02/2025,96482.45313,96877.80469,95702.49219,96533.25781,22447526395
09/02/2025,96500.09375,97325.28125,94745.25781,96481.3125,27732901800
10/02/2025,97437.55469,98333.21875,95320.84375,96499.46094,40078962391
11/02/2025,95747.42969,98492.89844,94875.03906,97438.13281,37488783272
12/02/2025,97885.85938,98151.02344,94101.20313,95745.69531,49340445530
